UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temp difference,Power,Wear severity,Load factor
2102,L49281,L,299.3,309.3,1528,37.8,45,0,0,0,0,0,0,10.0,6048.445504103356,1700.9999999999998,0.024738219895287957
2103,L49282,L,299.3,309.3,1325,62.0,47,0,0,0,0,0,0,10.0,8602.727883080051,2914.0,0.04679245283018868
2104,M16963,M,299.3,309.1,1376,46.7,49,0,0,0,0,0,0,9.800000000000011,6729.207688185242,2288.3,0.033938953488372094
2105,M16964,M,299.3,309.1,1600,35.3,52,0,0,0,0,0,0,9.800000000000011,5914.571769158384,1835.6,0.0220625
2106,L49285,L,299.3,309.1,1495,44.0,55,0,0,0,0,0,0,9.800000000000011,6888.46549177122,2420.0,0.0294314381270903
2107,L49286,L,299.4,309.1,1645,28.6,57,0,0,0,0,0,0,9.700000000000045,4926.750319114633,1630.2,0.01738601823708207
2108,M16967,M,299.4,309.1,1417,47.3,59,0,0,0,0,0,0,9.700000000000045,7018.747339115588,2790.7,0.0333803810868031
2109,H31522,H,299.4,309.0,1415,51.7,62,0,0,0,0,0,0,9.600000000000023,7660.826045656271,3205.4,0.036537102473498236
2110,M16969,M,299.3,309.0,1496,43.4,67,0,0,0,0,0,0,9.699999999999989,6799.076708801078,2907.7999999999997,0.029010695187165775
2111,H31524,H,299.3,309.0,1508,35.0,70,0,0,0,0,0,0,9.699999999999989,5527.1086752156425,2450.0,0.023209549071618037
2112,L49291,L,299.4,309.0,1436,47.9,75,0,0,0,0,0,0,9.600000000000023,7203.085524052725,3592.5,0.033356545961002786
2113,L49292,L,299.5,309.1,1852,22.6,77,0,0,0,0,0,0,9.600000000000023,4383.066294484383,1740.2,0.012203023758099353
2114,L49293,L,299.5,309.1,1863,22.5,79,0,0,0,0,0,0,9.600000000000023,4389.5903352283385,1777.5,0.012077294685990338
2115,H31528,H,299.4,309.1,1373,44.1,81,0,0,0,0,0,0,9.700000000000045,6340.707868666815,3572.1,0.03211944646758922
2116,L49295,L,299.4,309.0,1404,47.3,86,0,0,0,0,0,0,9.600000000000023,6954.35516169251,4067.7999999999997,0.03368945868945869
2117,M16976,M,299.4,309.0,1381,44.9,88,0,0,0,0,0,0,9.600000000000023,6493.34738372923,3951.2,0.03251267197682838
2118,H31531,H,299.4,308.9,1762,29.3,91,0,0,0,0,0,0,9.5,5406.324909660628,2666.3,0.016628830874006812
2119,H31532,H,299.3,308.9,1429,43.0,96,0,0,0,0,0,0,9.599999999999966,6434.714792837734,4128.0,0.030090972708187544
2120,M16979,M,299.3,308.9,1858,24.7,101,0,0,0,0,0,0,9.599999999999966,4805.861833804497,2494.7,0.013293864370290634
2121,H31534,H,299.2,308.8,1908,21.3,104,0,0,0,0,0,0,9.600000000000023,4255.852735965022,2215.2000000000003,0.011163522012578617
2122,M16981,M,299.2,308.8,1503,37.4,109,0,0,0,0,0,0,9.600000000000023,5886.527818737339,4076.6,0.02488356620093147
2123,M16982,M,299.2,308.8,1523,38.9,112,0,0,0,0,0,0,9.600000000000023,6204.090476137707,4356.8,0.025541694024950753
2124,L49303,L,299.3,309.0,1491,38.4,115,0,0,0,0,0,0,9.699999999999989,5995.666747523048,4416.0,0.025754527162977867
2125,L49304,L,299.2,308.9,1430,39.1,117,0,0,0,0,0,0,9.699999999999989,5855.195668005538,4574.7,0.027342657342657343
2126,L49305,L,299.3,308.9,1258,69.4,119,1,0,0,1,0,0,9.599999999999966,9142.579164672921,8258.6,0.05516693163751988
2127,L49306,L,299.3,309.0,1449,46.5,121,0,0,0,0,0,0,9.699999999999989,7055.860020329997,5626.5,0.032091097308488616
2128,H31541,H,299.3,309.0,1425,40.6,123,0,0,0,0,0,0,9.699999999999989,6058.561432447916,4993.8,0.02849122807017544
2129,L49308,L,299.4,309.0,1800,24.3,128,0,0,0,0,0,0,9.600000000000023,4580.442088933919,3110.4,0.0135
2130,H31543,H,299.4,309.0,1607,33.7,130,0,0,0,0,0,0,9.600000000000023,5671.192586284783,4381.0,0.020970752955818298
2131,L49310,L,299.4,309.0,1391,58.2,135,0,0,0,0,0,0,9.600000000000023,8477.713439418201,7857.0,0.04184040258806614
2132,L49311,L,299.4,309.1,1432,45.4,137,0,0,0,0,0,0,9.700000000000045,6808.1244956434175,6219.8,0.03170391061452514
2133,L49312,L,299.4,309.0,1660,28.4,139,0,0,0,0,0,0,9.600000000000023,4936.90813536124,3947.6,0.017108433734939758
2134,H31547,H,299.3,309.0,1732,29.7,141,0,0,0,0,0,0,9.699999999999989,5386.826091257347,4187.7,0.01714780600461894
2135,L49314,L,299.3,309.0,1473,46.3,146,0,0,0,0,0,0,9.699999999999989,7141.876827185284,6759.799999999999,0.031432450780719615
2136,L49315,L,299.3,309.0,1511,47.8,148,0,0,0,0,0,0,9.699999999999989,7563.468089321523,7074.4,0.03163467902051621
2137,L49316,L,299.2,308.9,1588,41.5,150,0,0,0,0,0,0,9.699999999999989,6901.241301895818,6225.0,0.026133501259445843
2138,L49317,L,299.3,308.9,1623,31.1,152,0,0,0,0,0,0,9.599999999999966,5285.7610555913625,4727.2,0.01916204559457794
2139,L49318,L,299.3,309.0,1734,30.6,154,0,0,0,0,0,0,9.699999999999989,5556.472094551195,4712.400000000001,0.01764705882352941
2140,L49319,L,299.3,309.0,1415,47.6,156,0,0,0,0,0,0,9.699999999999989,7053.294386329565,7425.6,0.03363957597173145
2141,L49320,L,299.3,309.0,1419,46.6,158,0,0,0,0,0,0,9.699999999999989,6924.635695189551,7362.8,0.032840028188865396
2142,M17001,M,299.3,308.9,1577,34.9,160,0,0,0,0,0,0,9.599999999999966,5763.49257844725,5584.0,0.022130627774254914
2143,L49322,L,299.3,308.9,1376,60.3,163,0,0,0,0,0,0,9.599999999999966,8688.891297592507,9828.9,0.04382267441860465
2144,M17003,M,299.3,308.8,1442,49.0,165,0,0,0,0,0,0,9.5,7399.28845724492,8085.0,0.03398058252427184
2145,L49324,L,299.4,308.9,1451,40.5,168,0,0,0,0,0,0,9.5,6153.9087694843665,6804.0,0.027911784975878703
2146,L49325,L,299.3,308.8,1550,45.8,170,0,0,0,0,0,0,9.5,7434.0554159446465,7785.999999999999,0.02954838709677419
2147,L49326,L,299.3,308.8,1647,32.9,172,0,0,0,0,0,0,9.5,5674.37606684042,5658.8,0.019975713418336368
2148,L49327,L,299.4,308.9,1550,33.7,174,0,0,0,0,0,0,9.5,5470.036408675429,5863.8,0.021741935483870968
2149,L49328,L,299.4,308.9,1583,34.1,176,0,0,0,0,0,0,9.5,5652.803797285771,6001.6,0.021541377132027795
2150,L49329,L,299.4,309.0,1613,32.2,178,0,0,0,0,0,0,9.600000000000023,5438.997473257961,5731.6,0.01996280223186609
2151,H31564,H,299.3,308.8,1636,35.5,180,0,0,0,0,0,0,9.5,6081.913937839601,6390.0,0.02169926650366748
2152,M17011,M,299.3,308.7,1289,51.5,185,0,0,0,0,0,0,9.399999999999977,6951.663863985934,9527.5,0.03995345228859581
2153,M17012,M,299.3,308.8,1648,28.4,188,0,0,0,0,0,0,9.5,4901.21964281646,5339.2,0.017233009708737864
2154,H31567,H,299.3,308.8,1397,45.4,191,0,0,0,0,0,0,9.5,6641.724804758277,8671.4,0.032498210450966354
2155,M17014,M,299.3,308.9,1767,24.8,196,0,0,0,0,0,0,9.599999999999966,4588.9872209516825,4860.8,0.014035087719298246
2156,L49335,L,299.3,308.8,1341,47.7,199,0,0,0,0,0,0,9.5,6698.4724400576215,9492.300000000001,0.035570469798657724
2157,M17016,M,299.4,308.9,1457,41.5,201,0,0,0,0,0,0,9.5,6331.932353187788,8341.5,0.02848318462594372
2158,M17017,M,299.4,309.0,1939,19.8,204,0,0,0,0,0,0,9.600000000000023,4020.4217825050023,4039.2000000000003,0.010211449200618877
2159,M17018,M,299.5,309.0,1399,49.7,207,0,0,0,0,0,0,9.5,7281.19598939648,10287.900000000001,0.03552537526804861
2160,M17019,M,299.5,309.0,1602,31.3,210,0,0,0,0,0,0,9.5,5250.920793063052,6573.0,0.019538077403245944
2161,L49340,L,299.4,309.0,1507,41.0,213,0,0,0,0,0,0,9.600000000000023,6470.319509578419,8733.0,0.027206370272063702
2162,L49341,L,299.4,309.1,1464,40.5,215,0,0,0,0,0,0,9.700000000000045,6209.043720554867,8707.5,0.027663934426229508
2163,L49342,L,299.5,309.1,1336,42.1,217,0,0,0,0,0,0,9.600000000000023,5890.025458558336,9135.7,0.03151197604790419
2164,L49343,L,299.6,309.2,1422,39.8,219,0,0,0,0,0,0,9.599999999999966,5926.677372850216,8716.199999999999,0.027988748241912796
2165,L49344,L,299.6,309.2,1540,36.7,221,0,0,0,0,0,0,9.599999999999966,5918.551119852931,8110.700000000001,0.02383116883116883
2166,L49345,L,299.5,309.1,1476,47.8,223,0,0,0,0,0,0,9.600000000000023,7388.271939006331,10659.4,0.03238482384823848
2167,M17026,M,299.6,309.2,1867,23.4,225,1,1,0,0,0,0,9.599999999999966,4574.975717716672,5265.0,0.01253347616497054
2168,H31581,H,299.6,309.1,1588,41.3,0,0,0,0,0,0,0,9.5,6867.982307669813,0.0,0.026007556675062972
2169,M17028,M,299.5,309.1,1420,49.5,5,0,0,0,0,0,0,9.600000000000023,7360.7515873608845,247.5,0.03485915492957747
2170,L49349,L,299.5,309.1,1415,49.2,8,0,0,0,0,0,0,9.600000000000023,7290.379911920475,393.6,0.03477031802120142
2171,M17030,M,299.4,309.1,1500,43.3,10,0,0,0,0,0,0,9.700000000000045,6801.548095021902,433.0,0.028866666666666665
2172,L49351,L,299.5,309.1,1502,44.6,13,0,0,0,0,0,0,9.600000000000023,7015.092619661912,579.8000000000001,0.029693741677762984
2173,L49352,L,299.5,309.2,1816,23.0,15,0,0,0,0,0,0,9.699999999999989,4373.934731837949,345.0,0.012665198237885462
2174,M17033,M,299.5,309.2,1495,41.6,17,0,0,0,0,0,0,9.699999999999989,6512.731010401881,707.2,0.02782608695652174
2175,L49354,L,299.6,309.2,1572,33.4,20,0,0,0,0,0,0,9.599999999999966,5498.289798606712,668.0,0.02124681933842239
2176,M17035,M,299.5,309.2,1590,35.9,22,0,0,0,0,0,0,9.699999999999989,5977.508341985299,789.8,0.022578616352201257
2177,M17036,M,299.6,309.3,1387,48.3,25,0,0,0,0,0,0,9.699999999999989,7015.396306951759,1207.5,0.03482335976928623
2178,M17037,M,299.6,309.2,1393,47.7,28,0,0,0,0,0,0,9.599999999999966,6958.219320656425,1335.6000000000001,0.03424264178033022
2179,L49358,L,299.6,309.2,1602,37.3,31,0,0,0,0,0,0,9.599999999999966,6257.487079273222,1156.3,0.023283395755305865
2180,L49359,L,299.6,309.2,1601,33.3,33,0,0,0,0,0,0,9.599999999999966,5582.9557206209565,1098.8999999999999,0.02079950031230481
2181,H31594,H,299.6,309.2,1597,36.3,35,0,0,0,0,0,0,9.599999999999966,6070.719396017308,1270.5,0.022730118973074514
2182,H31595,H,299.5,309.1,1548,44.3,40,0,0,0,0,0,0,9.600000000000023,7181.303814987837,1772.0,0.028617571059431524
2183,M17042,M,299.5,309.2,1314,61.8,45,0,0,0,0,0,0,9.699999999999989,8503.788658442996,2781.0,0.047031963470319633
2184,M17043,M,299.6,309.3,1577,39.8,48,0,0,0,0,0,0,9.699999999999989,6572.693542183397,1910.3999999999999,0.025237793278376663
2185,L49364,L,299.8,309.4,1475,43.4,51,0,0,0,0,0,0,9.599999999999966,6703.63512398502,2213.4,0.02942372881355932
2186,L49365,L,299.8,309.4,1630,32.4,53,0,0,0,0,0,0,9.599999999999966,5530.459707379472,1717.1999999999998,0.01987730061349693
2187,L49366,L,299.7,309.4,1445,42.9,55,0,0,0,0,0,0,9.699999999999989,6491.629979745268,2359.5,0.029688581314878892
2188,M17047,M,299.8,309.4,1439,47.4,57,0,0,0,0,0,0,9.599999999999966,7142.787889054825,2701.7999999999997,0.03293954134815844
2189,L49368,L,299.7,309.3,1420,44.1,60,0,0,0,0,0,0,9.600000000000023,6557.760505103334,2646.0,0.031056338028169015
2190,H31603,H,299.7,309.2,1554,41.6,62,0,0,0,0,0,0,9.5,6769.755177367572,2579.2000000000003,0.02676962676962677
2191,M17050,M,299.6,309.1,1471,44.3,67,0,0,0,0,0,0,9.5,6824.094258299166,2968.1,0.030115567641060503
2192,L49371,L,299.6,309.0,1648,33.6,70,0,0,0,0,0,0,9.399999999999977,5798.626056289897,2352.0,0.020388349514563107
2193,L49372,L,299.6,309.0,1472,48.8,72,0,0,0,0,0,0,9.399999999999977,7522.397001363591,3513.6,0.033152173913043474
2194,M17053,M,299.5,308.9,1448,42.9,74,0,0,0,0,0,0,9.399999999999977,6505.107412229169,3174.6,0.02962707182320442
2195,M17054,M,299.6,308.9,1568,35.3,77,0,0,0,0,0,0,9.299999999999955,5796.280333775215,2718.1,0.022512755102040816
2196,L49375,L,299.6,308.9,1613,30.8,80,0,0,0,0,0,0,9.299999999999955,5202.519322246746,2464.0,0.019094854308741475
2197,M17056,M,299.7,308.9,1551,35.4,82,0,0,0,0,0,0,9.199999999999989,5749.680042746968,2902.7999999999997,0.022823984526112184
2198,L49377,L,299.7,309.0,1412,49.2,85,0,0,0,0,0,0,9.300000000000011,7274.923276064813,4182.0,0.03484419263456091
2199,M17058,M,299.7,308.9,1478,41.0,87,0,0,0,0,0,0,9.199999999999989,6345.8077207411425,3567.0,0.02774018944519621
2200,M17059,M,299.8,309.1,1268,58.0,90,0,0,0,0,0,0,9.300000000000011,7701.509670520259,5220.0,0.04574132492113565
2201,L49380,L,299.8,309.1,1546,35.6,93,0,0,0,0,0,0,9.300000000000011,5763.523994373786,3310.8,0.023027166882276844
2202,L49381,L,299.8,309.0,1567,36.1,95,0,0,0,0,0,0,9.199999999999989,5923.860411437498,3429.5,0.02303765156349713
2203,M17062,M,299.9,309.2,1548,35.7,97,0,0,0,0,0,0,9.300000000000011,5787.190659030831,3462.9,0.02306201550387597
2204,L49383,L,299.8,309.0,1614,30.8,100,0,0,0,0,0,0,9.199999999999989,5205.744690704431,3080.0,0.019083023543990087
2205,M17064,M,299.7,309.1,1352,46.1,102,0,0,0,0,0,0,9.400000000000034,6526.889121294059,4702.2,0.03409763313609467
2206,L49385,L,299.9,309.2,1624,34.6,105,0,0,0,0,0,0,9.300000000000011,5884.24492807573,3633.0,0.021305418719211825
2207,L49386,L,299.9,309.2,1436,52.0,107,0,0,0,0,0,0,9.300000000000011,7819.633554295234,5564.0,0.036211699164345405
2208,L49387,L,299.8,309.2,1591,37.5,109,0,0,0,0,0,0,9.399999999999977,6247.842389826701,4087.5,0.023570081709616594
2209,H31622,H,299.8,309.2,1435,42.6,111,0,0,0,0,0,0,9.399999999999977,6401.623350219922,4728.6,0.029686411149825787
2210,L49389,L,299.8,309.3,1386,49.4,116,0,0,0,0,0,0,9.5,7169.994081434912,5730.4,0.03564213564213564
2211,L49390,L,299.7,309.2,1401,54.1,118,0,0,0,0,0,0,9.5,7937.139591515005,6383.8,0.03861527480371164
2212,M17071,M,299.6,309.0,1245,64.0,120,0,0,0,0,0,0,9.399999999999977,8344.07008793449,7680.0,0.05140562248995984
2213,L49392,L,299.7,309.1,1475,40.0,123,0,0,0,0,0,0,9.400000000000034,6178.465552059925,4920.0,0.02711864406779661
2214,L49393,L,299.7,309.1,1473,39.4,125,0,0,0,0,0,0,9.400000000000034,6077.536652075598,4925.0,0.026748133061778683
2215,H31628,H,299.7,309.2,1355,44.8,127,0,0,0,0,0,0,9.5,6356.908014783827,5689.599999999999,0.03306273062730627
2216,H31629,H,299.7,309.2,1468,49.6,132,0,0,0,0,0,0,9.5,7624.938585576763,6547.2,0.033787465940054495
2217,L49396,L,299.7,309.2,1645,30.8,137,0,0,0,0,0,0,9.5,5305.731112892681,4219.6,0.01872340425531915
2218,L49397,L,299.7,309.1,1347,55.3,139,0,0,0,0,0,0,9.400000000000034,7800.480311083849,7686.7,0.041054194506310315
2219,L49398,L,299.7,309.1,1713,33.5,141,0,0,0,0,0,0,9.400000000000034,6009.395507419236,4723.5,0.019556333917104495
2220,M17079,M,299.6,309.1,1435,48.4,143,0,0,0,0,0,0,9.5,7273.20587208085,6921.2,0.03372822299651568
2221,M17080,M,299.6,309.0,1736,26.1,146,0,0,0,0,0,0,9.399999999999977,4744.810216569736,3810.6000000000004,0.015034562211981567
2222,L49401,L,299.6,309.0,1372,60.4,149,0,0,0,0,0,0,9.399999999999977,8678.000443060062,8999.6,0.04402332361516035
2223,L49402,L,299.7,309.0,1605,33.0,151,0,0,0,0,0,0,9.300000000000011,5546.48182991278,4983.0,0.020560747663551402
2224,L49403,L,299.6,309.0,1413,48.5,153,0,0,0,0,0,0,9.399999999999977,7176.497178227844,7420.5,0.0343241330502477
2225,M17084,M,299.7,309.0,1645,31.9,155,0,0,0,0,0,0,9.300000000000011,5495.221509781706,4944.5,0.019392097264437688
2226,M17085,M,299.7,309.0,1465,49.0,158,0,0,0,0,0,0,9.300000000000011,7517.307621264777,7742.0,0.033447098976109216
2227,M17086,M,299.6,308.9,1685,27.8,161,0,0,0,0,0,0,9.299999999999955,4905.387489070224,4475.8,0.016498516320474776
2228,L49407,L,299.5,308.8,1965,20.4,164,0,0,0,0,0,0,9.300000000000011,4197.796103726681,3345.6,0.010381679389312976
2229,H31642,H,299.4,308.6,1542,41.8,166,0,0,0,0,0,0,9.200000000000045,6749.774648090742,6938.799999999999,0.02710765239948119
2230,L49409,L,299.4,308.7,1681,30.8,171,0,0,0,0,0,0,9.300000000000011,5421.844377369361,5266.8,0.01832242712671029
2231,L49410,L,299.5,308.7,1446,45.7,173,0,0,0,0,0,0,9.199999999999989,6920.111801768381,7906.1,0.03160442600276625
2232,L49411,L,299.4,308.6,1415,56.4,175,0,0,0,0,0,0,9.200000000000045,8357.264777079567,9870.0,0.03985865724381625
2233,L49412,L,299.5,308.6,1672,30.5,177,0,0,0,0,0,0,9.100000000000023,5340.28863208217,5398.5,0.018241626794258375
2234,L49413,L,299.5,308.7,2549,13.0,179,1,0,0,1,0,0,9.199999999999989,3470.0985254001657,2327.0,0.0051000392310710085
2235,L49414,L,299.4,308.6,1492,40.5,181,0,0,0,0,0,0,9.200000000000045,6327.795922860561,7330.5,0.027144772117962467
2236,M17095,M,299.4,308.6,1455,42.7,183,0,0,0,0,0,0,9.200000000000045,6506.081305951782,7814.1,0.029347079037800688
2237,M17096,M,299.3,308.5,1422,43.1,186,0,0,0,0,0,0,9.199999999999989,6418.085295724732,8016.6,0.030309423347398032
2238,L49417,L,299.3,308.6,1403,50.6,189,0,0,0,0,0,0,9.300000000000011,7434.243911503862,9563.4,0.036065573770491806
2239,L49418,L,299.3,308.6,1474,49.6,191,0,0,0,0,0,0,9.300000000000011,7656.103184700375,9473.6,0.03364993215739485
2240,L49419,L,299.2,308.6,1381,50.0,193,0,0,0,0,0,0,9.400000000000034,7230.899091012506,9650.0,0.036205648081100654
2241,L49420,L,299.2,308.5,1457,44.7,195,0,0,0,0,0,0,9.300000000000011,6820.17773945769,8716.5,0.03067947838023336
2242,L49421,L,299.2,308.4,1711,28.9,197,0,0,0,0,0,0,9.199999999999989,5178.171979181424,5693.299999999999,0.01689070718877849
2243,L49422,L,299.2,308.4,1667,29.0,199,0,0,0,0,0,0,9.199999999999989,5062.467121749712,5771.0,0.01739652069586083
2244,L49423,L,299.2,308.4,1465,35.0,201,0,0,0,0,0,0,9.199999999999989,5369.505443760555,7035.0,0.023890784982935155
2245,M17104,M,299.3,308.4,1542,37.5,203,1,1,0,0,0,0,9.099999999999966,6055.419839794326,7612.5,0.024319066147859923
2246,M17105,M,299.3,308.4,1438,42.3,0,0,0,0,0,0,0,9.099999999999966,6369.830432565593,0.0,0.029415855354659248
2247,L49426,L,299.3,308.4,1406,47.4,3,0,0,0,0,0,0,9.099999999999966,6978.985248096653,142.2,0.0337126600284495
2248,M17107,M,299.2,308.4,1396,48.5,5,0,0,0,0,0,0,9.199999999999989,7090.155740131684,242.5,0.03474212034383954
2249,M17108,M,299.3,308.5,1304,60.6,8,0,0,0,0,0,0,9.199999999999989,8275.206376967802,484.8,0.04647239263803681
2250,L49429,L,299.2,308.5,1442,46.5,11,0,0,0,0,0,0,9.300000000000011,7021.773740038547,511.5,0.032246879334257975
2251,M17110,M,299.2,308.4,1396,48.7,13,0,0,0,0,0,0,9.199999999999989,7119.393495761094,633.1,0.03488538681948424
2252,H31665,H,299.1,308.3,1424,43.4,16,0,0,0,0,0,0,9.199999999999989,6471.8484180031655,694.4,0.03047752808988764
2253,H31666,H,299.1,308.3,1451,42.8,21,0,0,0,0,0,0,9.199999999999989,6503.390008245206,898.8,0.029496898690558233
2254,L49433,L,299.2,308.4,1386,54.1,26,0,0,0,0,0,0,9.199999999999989,7852.1595102354,1406.6000000000001,0.03903318903318903
2255,L49434,L,299.1,308.3,1325,46.9,28,0,0,0,0,0,0,9.199999999999989,6507.547382523458,1313.2,0.03539622641509434
2256,L49435,L,299.1,308.3,1559,33.7,30,0,0,0,0,0,0,9.199999999999989,5501.797910403222,1011.0000000000001,0.02161642078255292
2257,L49436,L,299.1,308.3,1489,38.1,32,0,0,0,0,0,0,9.199999999999989,5940.845955717907,1219.2,0.025587642713230357
2258,L49437,L,299.1,308.3,1892,25.2,34,0,0,0,0,0,0,9.199999999999989,4992.8703724971865,856.8,0.013319238900634248
2259,L49438,L,299.1,308.2,1319,60.3,36,0,0,0,0,0,0,9.099999999999966,8328.959027270723,2170.7999999999997,0.045716451857467776
2260,L49439,L,299.1,308.3,1431,52.3,38,0,0,0,0,0,0,9.199999999999989,7837.362608836992,1987.3999999999999,0.03654786862334032
2261,H31674,H,299.1,308.3,1521,36.5,40,0,0,0,0,0,0,9.199999999999989,5813.674285100592,1460.0,0.023997370151216304
2262,M17121,M,299.1,308.2,1435,45.2,45,0,0,0,0,0,0,9.099999999999966,6792.332756571373,2034.0000000000002,0.03149825783972126
2263,L49442,L,299.1,308.3,1533,42.4,48,0,0,0,0,0,0,9.199999999999989,6806.700306973788,2035.1999999999998,0.027658186562296152
2264,M17123,M,299.2,308.4,1529,43.0,50,0,0,0,0,0,0,9.199999999999989,6885.009739852272,2150.0,0.028122956180510136
2265,M17124,M,299.2,308.4,1415,43.5,53,0,0,0,0,0,0,9.199999999999989,6445.762727002858,2305.5,0.030742049469964665
2266,M17125,M,299.2,308.4,1330,51.2,56,0,0,0,0,0,0,9.199999999999989,7130.996444628353,2867.2000000000003,0.038496240601503764
2267,L49446,L,299.2,308.5,1381,60.6,59,0,0,0,0,0,0,9.300000000000011,8763.849698307158,3575.4,0.04388124547429399
2268,L49447,L,299.2,308.5,1370,52.4,61,0,0,0,0,0,0,9.300000000000011,7517.621780530136,3196.4,0.038248175182481754
2269,L49448,L,299.2,308.5,1438,46.6,63,0,0,0,0,0,0,9.300000000000011,7017.354566372497,2935.8,0.03240611961057024
2270,L49449,L,299.3,308.6,1314,48.2,65,0,0,0,0,0,0,9.300000000000011,6632.404746552628,3133.0,0.03668188736681888
2271,L49450,L,299.3,308.6,1437,48.1,67,0,0,0,0,0,0,9.300000000000011,7238.198057944348,3222.7000000000003,0.03347251217814892
2272,L49451,L,299.2,308.5,1821,26.1,69,0,0,0,0,0,0,9.300000000000011,4977.130993302701,1800.9,0.014332784184514004
2273,M17132,M,299.3,308.6,1448,52.1,71,0,0,0,0,0,0,9.300000000000011,7900.142102031229,3699.1,0.035980662983425414
2274,L49453,L,299.3,308.5,1589,32.7,74,0,0,0,0,0,0,9.199999999999989,5441.269891944058,2419.8,0.020578980490874765
2275,L49454,L,299.3,308.6,1520,33.7,76,0,0,0,0,0,0,9.300000000000011,5364.164736249453,2561.2000000000003,0.02217105263157895
2276,L49455,L,299.3,308.6,1605,37.0,78,0,0,0,0,0,0,9.300000000000011,6218.782657780996,2886.0,0.023052959501557634
2277,L49456,L,299.3,308.7,1393,54.2,80,0,0,0,0,0,0,9.399999999999977,7906.404343387385,4336.0,0.038908829863603736
2278,H31691,H,299.3,308.7,1408,44.4,82,0,0,0,0,0,0,9.399999999999977,6546.576435256554,3640.7999999999997,0.03153409090909091
2279,M17138,M,299.3,308.7,1459,35.6,87,0,0,0,0,0,0,9.399999999999977,5439.185968817177,3097.2000000000003,0.024400274160383824
2280,L49459,L,299.4,308.7,1525,39.0,90,0,0,0,0,0,0,9.300000000000011,6228.207435741764,3510.0,0.025573770491803278
2281,L49460,L,299.4,308.8,1390,57.0,92,0,0,0,0,0,0,9.400000000000034,8296.946198130643,5244.0,0.04100719424460432
2282,L49461,L,299.3,308.7,1536,38.9,94,0,0,0,0,0,0,9.399999999999977,6257.047256301719,3656.6,0.025325520833333334
2283,L49462,L,299.4,308.7,1459,47.6,96,0,0,0,0,0,0,9.300000000000011,7272.61944145218,4569.6,0.032625085675119944
2284,L49463,L,299.2,308.5,1387,51.1,98,0,0,0,0,0,0,9.300000000000011,7422.08594793447,5007.8,0.0368421052631579
2285,L49464,L,299.2,308.5,1378,53.4,100,0,0,0,0,0,0,9.300000000000011,7705.824124431188,5340.0,0.038751814223512336
2286,L49465,L,299.4,308.7,1381,56.7,102,0,0,0,0,0,0,9.300000000000011,8199.839569208183,5783.400000000001,0.04105720492396814
2287,M17146,M,299.4,308.7,1289,60.5,104,0,0,0,0,0,0,9.300000000000011,8166.517743129107,6292.0,0.04693560899922421
