Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Temp difference,Power,Wear severity,Load factor
M,299.3,309.1,1571,38.3,59,0,9.800000000000011,6300.914361721344,2259.7,0.0243793761935073
L,299.3,309.1,1634,36.8,62,0,9.800000000000011,6296.924539051284,2281.6,0.0225214198286413
L,299.3,309.0,1516,38.7,64,0,9.699999999999989,6143.824257066343,2476.8,0.0255277044854881
L,299.4,309.1,1207,66.5,66,0,9.700000000000044,8405.383504557052,4389.0,0.0550952775476387
L,299.4,309.1,1670,35.9,68,0,9.700000000000044,6278.263478688962,2441.2,0.0214970059880239
M,299.4,309.1,1461,48.6,70,0,9.700000000000044,7435.584324369394,3402.0,0.033264887063655
L,299.4,309.2,1569,40.8,73,0,9.800000000000011,6703.656067936044,2978.4,0.0260038240917782
L,299.4,309.2,1556,35.7,75,0,9.800000000000011,5817.098621093005,2677.5,0.0229434447300771
M,299.5,309.3,1506,41.5,77,0,9.800000000000011,6544.879975223616,3195.5,0.0275564409030544
M,299.6,309.4,1642,30.3,80,0,9.799999999999956,5210.080088566384,2424.0,0.0184531059683313
M,299.6,309.4,1283,62.1,83,0,9.799999999999956,8343.47318533031,5154.3,0.048402182385035
H,299.7,309.5,1375,46.8,86,0,9.800000000000011,6738.7162419501055,4024.8,0.0340363636363636
L,299.7,309.4,1399,39.9,91,0,9.699999999999989,5845.46720275492,3630.9,0.0285203716940671
L,299.7,309.4,1650,29.8,93,0,9.699999999999989,5149.070359233671,2771.4,0.018060606060606
M,299.8,309.6,1346,53.2,95,0,9.800000000000011,7498.688448804502,5054.0,0.0395245170876671
H,299.9,309.6,1410,51.2,98,0,9.700000000000044,7559.928561598479,5017.6,0.0363120567375886
L,300.0,309.7,1586,37.8,103,0,9.699999999999989,6278.033095227699,3893.4,0.0238335435056746
L,300.0,309.8,1372,39.6,105,0,9.800000000000011,5689.54995935726,4158.0,0.0288629737609329
H,300.0,309.7,1529,42.4,107,0,9.699999999999989,6788.939836505496,4536.8,0.0277305428384565
M,300.0,309.7,1652,28.6,112,0,9.699999999999989,4947.71521408959,3203.2000000000003,0.0173123486682808
L,300.1,309.8,1532,39.8,115,0,9.699999999999989,6385.140460764086,4577.0,0.0259791122715404
L,300.0,309.7,1554,32.0,117,0,9.699999999999989,5207.5039825904405,3744.0,0.0205920205920205
H,299.9,309.6,1462,51.0,119,0,9.700000000000044,7808.114381232071,6069.0,0.0348837209302325
L,299.9,309.6,1254,61.3,124,0,9.700000000000044,8049.82851999927,7601.2,0.048883572567783
L,299.9,309.6,1294,49.7,126,0,9.700000000000044,6734.715947304536,6262.200000000001,0.0384080370942813
L,299.8,309.5,1739,27.5,128,0,9.699999999999989,5007.96048920993,3520.0,0.0158136860264519
M,299.8,309.4,1412,47.8,130,0,9.599999999999966,7067.913264144268,6214.0,0.0338526912181303
M,299.9,309.5,1372,56.2,133,0,9.600000000000025,8074.563326158535,7474.6,0.0409620991253644
H,299.8,309.5,1420,46.7,136,0,9.699999999999989,6944.385841005118,6351.200000000001,0.0328873239436619
L,299.8,309.5,1542,40.3,141,0,9.699999999999989,6507.557854498969,5682.299999999999,0.0261348897535667
M,299.8,309.4,1401,48.1,143,0,9.599999999999966,7056.865329979145,6878.3,0.0343326195574589
L,299.8,309.4,1510,42.5,146,0,9.599999999999966,6720.390284804165,6205.0,0.0281456953642384
H,299.9,309.5,1547,38.5,148,0,9.600000000000025,6237.056255049376,5698.0,0.0248868778280542
M,299.8,309.5,1453,43.2,153,0,9.699999999999989,6573.217140958996,6609.6,0.0297315898141775
L,299.8,309.4,1408,45.6,156,0,9.599999999999966,6723.510933506731,7113.6,0.0323863636363636
L,299.8,309.4,1436,51.6,158,0,9.599999999999966,7759.482526954501,8152.8,0.0359331476323119
M,299.9,309.5,1582,38.2,160,0,9.600000000000025,6328.466129293328,6112.0,0.0241466498103666
L,299.9,309.6,1280,59.3,163,0,9.700000000000044,7948.648292602655,9665.9,0.046328125
L,299.9,309.5,2008,20.4,165,0,9.600000000000025,4289.656272917648,3365.9999999999995,0.0101593625498007
L,299.9,309.5,1772,23.5,167,0,9.600000000000025,4360.740042692872,3924.5,0.0132618510158013
L,299.9,309.5,1779,26.1,169,0,9.600000000000025,4862.337197740531,4410.900000000001,0.0146711635750421
L,299.9,309.5,1567,35.5,171,0,9.600000000000025,5825.402897673994,6070.5,0.0226547543075941
M,299.8,309.4,1751,27.0,173,0,9.599999999999966,4950.835862792155,4671.0,0.0154197601370645
L,299.9,309.5,1349,51.3,176,0,9.600000000000025,7246.994517374399,9028.8,0.0380281690140845
M,300.0,309.5,1425,40.8,178,0,9.5,6088.406562657018,7262.4,0.0286315789473684
L,300.0,309.4,1395,44.5,181,0,9.399999999999975,6500.740598440679,8054.5,0.0318996415770609
H,299.8,309.3,1595,32.1,183,0,9.5,5361.599102249021,5874.3,0.0201253918495297
L,299.8,309.3,1291,56.4,188,0,9.5,7624.896697674715,10603.2,0.043687064291247
M,299.9,309.4,1509,42.8,190,0,9.5,6763.3463283542505,8131.999999999999,0.0283631544068919
M,299.9,309.4,1483,38.1,193,0,9.5,5916.907019697552,7353.3,0.0256911665542818
L,299.9,309.3,1620,31.1,196,0,9.400000000000034,5275.990702438698,6095.6,0.0191975308641975
M,299.9,309.4,1487,42.2,198,0,9.5,6571.31124141582,8355.6,0.0283792871553463
L,299.8,309.4,2256,15.9,201,0,9.599999999999966,3756.3395040442433,3195.9,0.0070478723404255
H,299.7,309.2,1691,27.7,203,0,9.5,4905.146633633447,5623.099999999999,0.0163808397397989
M,299.8,309.3,1663,35.2,208,0,9.5,6130.043137292597,7321.6,0.0211665664461816
M,299.8,309.3,1640,31.1,211,0,9.5,5341.126390123127,6562.1,0.0189634146341463
H,299.7,309.3,1494,37.8,214,0,9.600000000000025,5913.85967482357,8089.2,0.0253012048192771
L,299.8,309.4,1467,46.2,219,0,9.599999999999966,7097.423291136989,10117.8,0.0314928425357873
M,299.7,309.3,1399,41.9,221,1,9.600000000000025,6138.473077579728,9259.9,0.0299499642601858
L,299.7,309.3,1445,42.6,0,0,9.600000000000025,6446.233965900897,0.0,0.0294809688581314
L,299.8,309.4,1480,40.9,2,0,9.599999999999966,6338.896216903245,81.8,0.0276351351351351
L,299.7,309.3,1546,37.2,4,0,9.600000000000025,6022.558780637777,148.8,0.0240620957309185
L,299.7,309.3,1574,35.8,6,0,9.600000000000025,5900.874425188731,214.8,0.0227445997458703
L,299.7,309.3,1592,34.2,8,0,9.600000000000025,5701.613675147045,273.6,0.0214824120603015
L,299.8,309.5,1495,39.6,10,0,9.699999999999989,6199.618942594098,396.0,0.0264882943143812
L,299.8,309.6,1447,43.1,12,0,9.800000000000011,6530.920831866166,517.2,0.0297857636489288
L,299.8,309.5,1476,44.4,14,0,9.699999999999989,6862.746319913831,621.6,0.0300813008130081
L,299.8,309.5,1641,27.1,16,0,9.699999999999989,4657.002701901902,433.6,0.0165143205362583
L,299.8,309.5,1545,32.2,18,0,9.699999999999989,5209.703097447955,579.6,0.02084142394822
M,299.9,309.6,1364,44.4,20,0,9.700000000000044,6341.995921654786,888.0,0.0325513196480938
L,299.8,309.5,1590,28.5,23,0,9.699999999999989,4745.375703247382,655.5,0.0179245283018867
L,299.8,309.4,1460,37.4,25,0,9.599999999999966,5718.117508553903,935.0,0.0256164383561643
L,299.8,309.4,1609,32.5,27,0,9.599999999999966,5476.057794594808,877.5,0.0201988812927284
L,299.8,309.4,1633,27.5,29,0,9.599999999999966,4702.702403036122,797.5,0.0168401714635639
L,299.9,309.4,1348,52.8,31,0,9.5,7453.365738788711,1636.8,0.0391691394658753
L,299.9,309.4,1322,53.9,33,0,9.5,7461.889926855453,1778.7,0.0407715582450832
L,300.0,309.5,1641,30.1,35,0,9.5,5172.538056355988,1053.5,0.0183424741011578
L,300.0,309.5,1728,26.0,37,0,9.5,4704.849158016074,962.0,0.0150462962962962
L,300.0,309.6,1431,47.7,39,0,9.600000000000025,7148.03434878632,1860.3,0.0333333333333333
L,300.1,309.7,1641,30.4,41,0,9.599999999999966,5224.091591801395,1246.4,0.0185252894576477
M,300.1,309.6,1622,36.1,43,0,9.5,6131.781485227582,1552.3,0.0222564734895191
M,300.1,309.6,1625,38.0,46,0,9.5,6466.444878638992,1748.0,0.0233846153846153
L,300.0,309.5,1869,22.7,49,0,9.5,4442.871746633221,1112.3,0.0121455323702514
L,300.0,309.6,1452,46.0,51,0,9.600000000000025,6994.441883952316,2346.0,0.0316804407713498
L,300.0,309.6,1618,28.7,53,0,9.600000000000025,4862.829380589593,1521.1,0.0177379480840543
L,300.0,309.4,2010,20.0,55,0,9.399999999999975,4209.734155810323,1100.0,0.0099502487562189
L,299.9,309.4,1363,60.9,57,0,9.5,8692.441297291063,3471.3,0.0446808510638297
L,299.9,309.3,1473,40.4,59,0,9.400000000000034,6231.788851366858,2383.6,0.0274270196877121
L,299.9,309.2,1333,50.8,61,0,9.300000000000011,7091.244825584929,3098.8,0.0381095273818454
L,299.8,309.2,1760,25.9,63,0,9.399999999999975,4773.545317374572,1631.6999999999998,0.014715909090909
M,299.8,309.2,1372,58.2,65,0,9.399999999999975,8361.914334206882,3783.0,0.0424198250728863
M,299.7,309.2,1608,34.4,68,0,9.5,5792.594198395004,2339.2,0.0213930348258706
L,299.7,309.2,1326,64.8,71,0,9.5,8998.024014705741,4600.8,0.0488687782805429
M,299.6,309.1,1560,37.1,73,0,9.5,6060.760547305429,2708.3,0.0237820512820512
M,299.6,309.0,1539,36.1,76,0,9.399999999999975,5818.009682962545,2743.6,0.0234567901234567
L,299.6,309.1,2266,15.3,79,0,9.5,3630.612966047581,1208.7,0.0067519858781994
L,299.6,309.1,1641,35.8,81,0,9.5,6152.055229818749,2899.8,0.0218159658744667
L,299.6,309.1,1574,39.2,83,0,9.5,6461.292666687104,3253.6000000000004,0.0249047013977128
L,299.6,309.1,1407,50.6,85,0,9.5,7455.439189940082,4301.0,0.0359630419331911
H,299.7,309.2,1302,55.5,87,0,9.5,7567.154224701735,4828.5,0.042626728110599
M,299.6,309.2,1651,30.8,92,0,9.599999999999966,5325.083323638795,2833.6,0.0186553603876438
M,299.6,309.1,1366,55.2,95,0,9.5,7896.20463923873,5244.0,0.0404099560761347
M,299.5,309.0,1701,28.6,98,0,9.5,5094.46947891428,2802.8,0.0168136390358612
L,299.5,309.0,1498,44.6,101,0,9.5,6996.410615348565,4504.6,0.0297730307076101
M,299.5,309.1,1422,45.3,103,0,9.600000000000025,6745.690577641074,4665.9,0.0318565400843881
L,299.5,309.1,1357,47.3,106,0,9.600000000000025,6721.552674085993,5013.799999999999,0.0348563006632277
L,299.5,309.2,1690,29.2,108,0,9.699999999999989,5167.71047564497,3153.6,0.0172781065088757
L,299.6,309.2,1559,39.1,110,0,9.599999999999966,6383.391640853589,4301.0,0.0250801796023091
M,299.6,309.3,1553,32.4,112,0,9.699999999999989,5269.204862306944,3628.8,0.0208628461043142
L,299.6,309.3,1558,34.8,115,0,9.699999999999989,5677.737570979761,4002.0,0.0223363286264441
L,299.7,309.4,1362,51.9,117,0,9.699999999999989,7402.409105947486,6072.3,0.0381057268722467
M,299.8,309.3,1470,42.7,119,0,9.5,6573.154309105925,5081.3,0.029047619047619
L,299.8,309.4,1555,34.8,122,0,9.599999999999966,5666.804828545268,4245.599999999999,0.0223794212218649
M,299.8,309.4,1423,42.9,124,0,9.599999999999966,6392.795474863334,5319.599999999999,0.030147575544624
L,299.7,309.3,1434,38.5,127,0,9.600000000000025,5781.472960401296,4889.5,0.0268479776847977
L,299.7,309.3,1779,25.5,129,0,9.600000000000025,4750.559331125806,3289.5,0.0143338954468802
L,299.7,309.3,1417,54.6,131,0,9.600000000000025,8101.9789580488605,7152.6,0.0385321100917431
L,299.6,309.2,1425,45.9,133,0,9.599999999999966,6849.457382989146,6104.7,0.0322105263157894
M,299.7,309.2,1597,32.9,135,0,9.5,5502.11206966858,4441.5,0.0206011271133375
L,299.7,309.2,1346,57.4,138,0,9.5,8090.690168446961,7921.2,0.0426448736998514
L,299.7,309.2,1422,40.4,140,0,9.5,6016.02426791831,5656.0,0.0284106891701828
H,299.7,309.2,1572,32.8,142,0,9.5,5399.518125577849,4657.599999999999,0.0208651399491094
L,299.7,309.2,1412,45.4,147,0,9.5,6713.038957994765,6673.8,0.0321529745042492
M,299.7,309.1,1576,36.4,149,0,9.400000000000034,6007.39536009645,5423.599999999999,0.0230964467005076
M,299.7,309.1,1508,41.2,152,0,9.400000000000034,6506.196497682414,6262.400000000001,0.0273209549071618
M,299.8,309.1,1496,44.4,155,0,9.300000000000011,6955.73746246009,6882.0,0.0296791443850267
L,299.8,309.2,1572,35.4,158,0,9.399999999999975,5827.528708702923,5593.2,0.0225190839694656
L,299.6,309.0,1525,42.8,160,0,9.399999999999975,6835.058416660193,6848.0,0.0280655737704918
L,299.6,309.0,1378,51.9,162,0,9.399999999999975,7489.36839059885,8407.8,0.0376632801161103
L,299.6,309.1,1369,51.4,164,0,9.5,7368.773120603052,8429.6,0.0375456537618699
L,299.6,309.1,1476,45.3,166,0,9.5,7001.856042614787,7519.799999999999,0.0306910569105691
L,299.7,309.2,1620,30.0,168,0,9.5,5089.380098815464,5040.0,0.0185185185185185
M,299.7,309.1,1603,38.5,170,0,9.400000000000034,6462.832047087362,6545.0,0.0240174672489082
L,299.7,309.2,1411,46.1,173,0,9.5,6811.716383244021,7975.3,0.0326718639262934
L,299.7,309.2,1616,31.6,175,0,9.5,5347.5771270384985,5530.0,0.0195544554455445
L,299.7,309.2,1631,35.1,177,0,9.5,5995.007013065794,6212.7,0.0215205395462906
M,299.7,309.2,1685,28.9,179,1,9.5,5099.485555184512,5173.099999999999,0.0171513353115727
H,299.7,309.2,1456,40.6,182,0,9.5,6190.361716241519,7389.2,0.0278846153846153
L,299.7,309.1,1417,50.1,187,0,9.400000000000034,7434.233439528351,9368.7,0.0353563867325335
M,299.7,309.1,1851,24.7,189,0,9.400000000000034,4787.755788144309,4668.3,0.0133441383036196
L,299.7,309.1,1715,27.8,192,0,9.400000000000034,4992.723764840019,5337.6,0.0162099125364431
H,299.6,309.1,1630,32.3,194,0,9.5,5513.390387294968,6266.2,0.0198159509202453
L,299.7,309.2,1478,38.8,199,0,9.5,6005.300964994056,7721.2,0.0262516914749661
L,299.7,309.2,1781,29.6,201,0,9.5,5520.5741624961765,5949.6,0.016619876473891
L,299.8,309.2,1439,36.1,203,0,9.399999999999975,5439.971366980574,7328.3,0.0250868658790827
M,299.7,309.2,1412,45.3,205,0,9.5,6698.252528571869,9286.5,0.0320821529745042
L,299.7,309.1,1483,41.1,208,0,9.400000000000034,6382.805210224919,8548.800000000001,0.027714093054619
L,299.8,309.2,1400,42.6,210,0,9.399999999999975,6245.486195336508,8946.0,0.0304285714285714
L,299.8,309.3,1299,65.1,212,1,9.5,8855.615619718516,13801.2,0.0501154734411085
L,299.8,309.2,1479,44.4,214,0,9.399999999999975,6876.69499129577,9501.6,0.0300202839756592
L,299.8,309.2,1491,47.5,216,0,9.399999999999975,7416.514856962104,10260.0,0.0318578135479543
M,299.9,309.3,1389,52.8,0,0,9.400000000000034,7680.063064671751,0.0,0.0380129589632829
M,299.9,309.4,1399,54.8,3,0,9.5,8028.36097019974,164.39999999999998,0.0391708363116511
M,299.9,309.4,1889,26.0,6,0,9.5,5143.206052946971,156.0,0.0137638962413975
L,300.0,309.5,1925,21.9,9,0,9.5,4414.723076457057,197.1,0.0113766233766233
L,300.0,309.5,1675,30.2,11,0,9.5,5297.24881272799,332.2,0.0180298507462686
M,300.0,309.6,1477,38.1,13,0,9.600000000000025,5892.968083677198,495.3,0.0257955314827352
L,300.0,309.6,1364,45.9,16,0,9.600000000000025,6556.25254062961,734.4,0.0336510263929618
L,299.9,309.5,1451,39.4,18,0,9.600000000000025,5986.765568337878,709.1999999999999,0.0271536871123363
L,299.9,309.4,1467,41.2,20,0,9.5,6329.303887334285,824.0,0.0280845262440354
L,299.9,309.4,1858,22.5,22,0,9.5,4377.809362777377,495.0,0.0121097954790096
L,300.1,309.4,1559,39.7,24,0,9.299999999999956,6481.346499792519,952.8,0.0254650416933932
L,300.1,309.4,1560,47.7,26,0,9.299999999999956,7792.406417964124,1240.2,0.030576923076923
L,300.1,309.4,1453,47.6,28,0,9.299999999999956,7242.711479390005,1332.8,0.0327598072952512
L,300.1,309.4,1464,41.7,30,0,9.299999999999956,6393.015386349086,1251.0,0.028483606557377
L,300.0,309.4,1308,50.2,32,0,9.399999999999975,6876.066672765052,1606.4,0.0383792048929663
L,300.1,309.5,1353,50.9,34,0,9.399999999999975,7211.808679654192,1730.6,0.037620103473762
M,300.2,309.6,1556,35.8,36,0,9.400000000000034,5833.393014989623,1288.8,0.0230077120822622
L,300.2,309.5,2183,17.8,39,0,9.300000000000011,4069.1374125866673,694.2,0.0081539166284929
M,300.2,309.6,1491,41.8,41,0,9.400000000000034,6526.533074126651,1713.8,0.0280348759221998
M,300.2,309.6,1528,35.1,44,0,9.400000000000034,5616.413682381689,1544.4,0.0229712041884816
L,300.2,309.6,1430,52.7,47,0,9.400000000000034,7891.7854655726815,2476.9,0.0368531468531468
L,300.2,309.5,1495,32.6,49,0,9.300000000000011,5103.7267052668585,1597.4,0.0218060200668896
M,300.2,309.5,1630,28.3,51,0,9.300000000000011,4830.617583914786,1443.3,0.017361963190184
M,300.3,309.6,1524,38.4,54,0,9.300000000000011,6128.36762121068,2073.6,0.0251968503937007
L,300.3,309.6,1326,52.4,57,0,9.300000000000011,7276.179913126248,2986.8,0.0395173453996983
H,300.3,309.5,1438,44.0,59,0,9.199999999999989,6625.828345931114,2596.0,0.0305980528511821
L,300.4,309.6,1356,45.9,64,0,9.200000000000044,6517.799446549671,2937.6,0.0338495575221238
H,300.4,309.6,1416,43.3,66,0,9.200000000000044,6420.661401700676,2857.8,0.0305790960451977
L,300.4,309.7,1584,32.6,71,0,9.300000000000011,5407.56060277104,2314.6,0.020580808080808
L,300.3,309.6,1597,31.8,73,0,9.300000000000011,5318.150875849873,2321.4,0.0199123356293049
L,300.4,309.6,1553,43.9,75,0,9.200000000000044,7139.447328866508,3292.5,0.0282678686413393
M,300.3,309.5,1405,49.4,77,0,9.199999999999989,7268.284043590226,3803.8,0.0351601423487544
L,300.2,309.5,1539,35.3,80,0,9.300000000000011,5689.07872045922,2824.0,0.022936972059779
M,300.3,309.6,1398,53.7,82,0,9.300000000000011,7861.584288196171,4403.400000000001,0.0384120171673819
L,300.3,309.6,1568,39.6,85,0,9.300000000000011,6502.34281069401,3366.0,0.0252551020408163
L,300.3,309.6,1404,44.6,87,0,9.300000000000011,6557.383513984904,3880.2,0.0317663817663817
M,300.2,309.5,1500,45.7,89,0,9.300000000000011,7178.539213452677,4067.3,0.0304666666666666
M,300.2,309.5,1642,28.8,92,0,9.300000000000011,4952.155331706662,2649.6,0.0175395858708891
M,300.3,309.6,1509,46.6,95,0,9.300000000000011,7363.830348161403,4427.0,0.0308813783962889
L,300.2,309.5,1343,50.2,98,0,9.300000000000011,7060.059282510294,4919.6,0.0373790022338049
L,300.1,309.5,1450,40.1,100,0,9.399999999999975,6088.930161432617,4010.0,0.0276551724137931
L,300.0,309.4,1460,43.5,102,0,9.399999999999975,6650.751647649593,4437.0,0.0297945205479452
L,300.0,309.3,1364,41.2,104,0,9.300000000000011,5884.9151345084965,4284.8,0.0302052785923753
M,299.9,309.3,1452,41.9,106,0,9.400000000000034,6371.024237773958,4441.4,0.0288567493112947
L,299.9,309.3,1471,41.8,109,0,9.400000000000034,6438.987358846616,4556.2,0.0284160435078178
L,299.9,309.2,1598,34.6,111,0,9.300000000000011,5790.039036370084,3840.6,0.0216520650813516
L,299.8,309.1,1772,24.8,113,0,9.300000000000011,4601.97247058652,2802.4,0.0139954853273137
L,299.9,309.2,1761,25.6,115,0,9.300000000000011,4720.934112402454,2944.0,0.0145371947756956
M,300.0,309.3,1413,40.7,117,0,9.300000000000011,6022.338869152027,4761.900000000001,0.0288039631988676
L,300.0,309.3,1887,22.6,120,0,9.300000000000011,4465.899620784035,2712.0,0.0119766825649178
L,300.0,309.3,1395,56.5,122,0,9.300000000000011,8253.749299143783,6893.0,0.0405017921146953
M,300.1,309.4,1569,31.6,124,0,9.299999999999956,5192.047346734779,3918.4,0.020140216698534
L,300.1,309.4,1434,47.3,127,0,9.299999999999956,7102.952494207306,6007.099999999999,0.0329846582984658
L,300.2,309.5,1417,41.1,129,0,9.300000000000011,6098.74240248733,5301.900000000001,0.0290049400141143
L,300.2,309.5,1729,28.4,131,0,9.300000000000011,5142.1169674937255,3720.4,0.0164256795835743
L,300.2,309.5,1356,51.1,133,0,9.300000000000011,7256.199383849417,6796.3,0.0376843657817109
L,300.2,309.5,1436,48.8,135,0,9.300000000000011,7338.425335569374,6588.0,0.0339832869080779
M,300.3,309.6,1419,42.5,137,0,9.300000000000011,6315.386631878882,5822.5,0.0299506694855532
L,300.3,309.6,1593,38.1,140,0,9.300000000000011,6355.787513404047,5334.0,0.0239171374764595
M,300.3,309.5,1320,62.2,142,0,9.199999999999989,8597.910774344546,8832.4,0.0471212121212121
M,300.3,309.5,1448,42.4,145,0,9.199999999999989,6429.290309522536,6148.0,0.0292817679558011
L,300.3,309.4,1470,33.5,148,0,9.099999999999966,5156.924340867645,4958.0,0.0227891156462585
M,300.3,309.4,1612,33.1,150,0,9.099999999999966,5587.55291787071,4965.0,0.0205334987593052
L,300.4,309.4,1412,51.6,153,0,9.0,7629.797582214315,7894.8,0.0365439093484419
M,300.4,309.4,1875,23.9,155,0,9.0,4692.754026299753,3704.5,0.0127466666666666
L,300.3,309.3,1612,36.0,158,0,9.0,6077.096829104095,5688.0,0.0223325062034739
M,300.4,309.3,1411,41.6,160,0,8.900000000000034,6146.798298111741,6656.0,0.0294826364280652
M,300.3,309.2,1490,47.9,163,0,8.899999999999977,7473.953642645238,7807.7,0.0321476510067114
M,300.4,309.3,1467,40.3,166,0,8.900000000000034,6191.042394649797,6689.799999999999,0.0274710293115201
L,300.3,309.2,1807,26.4,169,0,8.899999999999977,4995.634974032346,4461.599999999999,0.0146098505810736
L,300.3,309.1,1368,46.0,171,0,8.800000000000011,6589.80475016995,7866.0,0.033625730994152
L,300.3,309.2,1572,32.0,173,0,8.899999999999977,5267.822561539365,5536.0,0.0203562340966921
M,300.3,309.1,1458,44.3,175,0,8.800000000000011,6763.786151325752,7752.499999999999,0.0303840877914951
L,300.3,309.1,1699,30.3,178,0,8.800000000000011,5390.94157763355,5393.400000000001,0.0178340200117716
